UF,Codigo_IBGE,Ente_Federado,VAAT,Ponderador_DRec,Ponderador_NSE
BA,2918704.0,LAFAIETE COUTINHO,7929.41,1.031008,1.017461
BA,2918753.0,LAGOA REAL,8087.24,1.030857,1.014255
BA,2918902.0,LAJEDAO,9219.42,1.029773,1.012516
BA,2919009.0,LAJEDINHO,8637.32,1.03033,1.025472
BA,2919058.0,LAJEDO DO TABOCAL,6596.84,1.032284,1.017819
BA,2919108.0,LAMARAO,7495.32,1.031424,1.031357
BA,2919157.0,LAPAO,6893.31,1.032,1.019951
BA,2919207.0,LAURO DE FREITAS,10109.2,1.028921,1.009094
BA,2919306.0,LENCOIS,6948.92,1.031947,1.017164
BA,2919405.0,LICINIO DE ALMEIDA,7154.98,1.03175,1.008079
BA,2919504.0,LIVRAMENTO DE NOSSA SENHORA,4822.72,1.033983,1.014434
BA,2919553.0,LUIS EDUARDO MAGALHAES,8250.73,1.0307,1.002882
BA,2919603.0,MACAJUBA,7084.86,1.031817,1.028821
BA,2919801.0,MACAUBAS,7214.05,1.031693,1.019362
BA,2919900.0,MACURURE,7597.33,1.031326,1.027385
BA,2919926.0,MADRE DE DEUS,17653.44,1.021696,1.008707
BA,2919959.0,MAETINGA,7769.43,1.031161,1.017771
BA,2920007.0,MAIQUINIQUE,0.0,0.965,1.020889
BA,2920106.0,MAIRI,6740.82,1.032146,1.017604
BA,2920205.0,MALHADA,7328.97,1.031583,1.023524
BA,2920304.0,MALHADA DE PEDRAS,5108.83,1.033709,1.016844
BA,2920403.0,MANOEL VITORINO,7586.7,1.031336,1.020493
BA,2920452.0,MANSIDAO,7981.66,1.030958,1.020859
BA,2920502.0,MARACAS,7194.7,1.031712,1.015865
BA,2920601.0,MARAGOGIPE,7263.51,1.031646,1.025144
BA,2920700.0,MARAU,7535.27,1.031386,1.019143
BA,2920809.0,MARCIONILIO SOUZA,6318.86,1.032551,1.017981
BA,2920908.0,MASCOTE,7266.22,1.031643,1.020767
BA,2921005.0,MATA DE SAO JOAO,9664.5,1.029347,1.012685
BA,2921054.0,MATINA,7210.09,1.031697,1.023305
BA,2921104.0,MEDEIROS NETO,7084.8,1.031817,1.011157
BA,2921401.0,MIRANGABA,5578.7,1.033259,1.023171
BA,2921450.0,MIRANTE,7590.39,1.031333,1.019191
BA,2921500.0,MONTE SANTO,5386.44,1.033443,1.028064
BA,2921609.0,MORPARA,6577.35,1.032303,1.020664
BA,2921708.0,MORRO DO CHAPEU,7175.78,1.03173,1.019756
BA,2921807.0,MORTUGABA,6862.46,1.03203,1.00784
BA,2921906.0,MUCUGE,8313.72,1.03064,1.01291
BA,2922003.0,MUCURI,8906.74,1.030072,1.011036
BA,2922052.0,MULUNGU DO MORRO,6220.75,1.032644,1.021778
BA,2922102.0,MUNDO NOVO,5724.73,1.033119,1.020157
BA,2922250.0,MUQUEM DE SAO FRANCISCO,7193.53,1.031713,1.02644
BA,2922300.0,MURITIBA,7974.23,1.030965,1.016552
BA,2922409.0,MUTUIPE,6963.11,1.031934,1.023033
BA,2922508.0,NAZARE,6743.36,1.032144,1.020942
BA,2922607.0,NILO PECANHA,7706.45,1.031222,1.022889
BA,2922656.0,NORDESTINA,4509.02,1.034284,1.024504
BA,2922730.0,NOVA FATIMA,7629.48,1.031295,1.016508
BA,2922755.0,NOVA IBIA,7354.19,1.031559,1.018974
BA,2922805.0,NOVA ITARANA,6308.69,1.03256,1.02246
BA,2922854.0,NOVA REDENCAO,7860.38,1.031074,1.019516
BA,2922904.0,NOVA SOURE,7290.74,1.03162,1.027452
BA,2923001.0,NOVA VICOSA,7282.17,1.031628,1.01185
BA,2923035.0,NOVO HORIZONTE,5053.91,1.033762,1.010743
BA,2923050.0,NOVO TRIUNFO,5272.14,1.033553,1.01695
BA,2923100.0,OLINDINA,7231.04,1.031677,1.025002
BA,2923209.0,OLIVEIRA DOS BREJINHOS,5906.81,1.032945,1.022095
BA,2923308.0,OURICANGAS,8256.52,1.030695,1.020935
BA,2923357.0,OUROLANDIA,7640.32,1.031285,1.020082
BA,2923407.0,PALMAS DE MONTE ALTO,8033.3,1.030909,1.020797
BA,2923506.0,PALMEIRAS,7352.83,1.03156,1.009946
BA,2923605.0,PARAMIRIM,6153.48,1.032709,1.015928
BA,2923704.0,PARATINGA,7279.27,1.031631,1.022982
BA,2923803.0,PARIPIRANGA,6697.08,1.032188,1.026776
BA,2923902.0,PAU BRASIL,7179.03,1.031727,1.020178
BA,2924009.0,PAULO AFONSO,7726.07,1.031203,1.010585
BA,2924058.0,PE DE SERRA,5829.73,1.033019,1.021256
BA,2924108.0,PEDRAO,7604.28,1.03132,1.021379
BA,2924207.0,PEDRO ALEXANDRE,6356.28,1.032515,1.032914
BA,2924306.0,PIATA,6582.98,1.032298,1.009078
BA,2924405.0,PILAO ARCADO,6927.2,1.031968,1.02955
BA,2924504.0,PINDAI,5574.48,1.033263,1.018739
BA,2924603.0,PINDOBACU,6529.14,1.032349,1.020489
BA,2924652.0,PINTADAS,6923.43,1.031972,1.015791
BA,2924678.0,PIRAI DO NORTE,7731.6,1.031198,1.02284
BA,2924702.0,PIRIPA,6315.76,1.032553,1.008288
BA,2924801.0,PIRITIBA,7406.03,1.031509,1.020545
BA,2924900.0,PLANALTINO,7185.52,1.031721,1.023961
BA,2925006.0,PLANALTO,7922.24,1.031015,1.014098
BA,2925105.0,POCOES,7092.01,1.03181,1.011412
BA,2925204.0,POJUCA,9612.18,1.029397,1.011832
BA,2925253.0,PONTO NOVO,6123.98,1.032737,1.021253
BA,2925303.0,PORTO SEGURO,8288.53,1.030664,1.011981
BA,2925402.0,POTIRAGUA,7152.57,1.031752,1.013152
BA,2925501.0,PRADO,7210.1,1.031697,1.013592
BA,2925600.0,PRESIDENTE DUTRA,7344.43,1.031568,1.014599
BA,2925709.0,PRESIDENTE JANIO QUADROS,7372.93,1.031541,1.018748
BA,2925758.0,PRESIDENTE TANCREDO NEVES,6974.59,1.031923,1.028236
BA,2925808.0,QUEIMADAS,6278.82,1.032589,1.020633
BA,2925907.0,QUIJINGUE,6659.23,1.032225,1.023884
BA,2925931.0,QUIXABEIRA,4742.05,1.034061,1.019527
BA,2925956.0,RAFAEL JAMBEIRO,8276.21,1.030676,1.022596
BA,2926004.0,REMANSO,6092.07,1.032768,1.022658
BA,2926103.0,RETIROLANDIA,7173.83,1.031732,1.016984
BA,2926202.0,RIACHAO DAS NEVES,7922.73,1.031015,1.019319
BA,2926301.0,RIACHAO DO JACUIPE,7311.33,1.0316,1.019744
BA,2926400.0,RIACHO DE SANTANA,7656.45,1.03127,1.021191
BA,2926509.0,RIBEIRA DO AMPARO,5665.75,1.033176,1.027429
BA,2926657.0,RIBEIRAO DO LARGO,7499.56,1.03142,1.020756
BA,2926707.0,RIO DE CONTAS,7259.55,1.03165,1.008876
BA,2926806.0,RIO DO ANTONIO,4279.57,1.034503,1.014596
BA,2926905.0,RIO DO PIRES,4498.0,1.034294,1.016626
BA,2927101.0,RODELAS,7222.24,1.031685,1.017193
BA,2927200.0,RUY BARBOSA,7503.35,1.031416,1.020577
BA,2927408.0,SALVADOR,11824.85,1.027278,1.011663
BA,2927507.0,SANTA BARBARA,6347.73,1.032523,1.023773
BA,2927705.0,SANTA CRUZ CABRALIA,6639.19,1.032244,1.012273
BA,2927804.0,SANTA CRUZ DA VITORIA,6284.89,1.032583,1.014636
BA,2927903.0,SANTA INES,5086.4,1.033731,1.016449
BA,2928000.0,SANTALUZ,6337.06,1.032533,1.021158
BA,2928059.0,SANTA LUZIA,6686.76,1.032198,1.020669
BA,2928109.0,SANTA MARIA DA VITORIA,6944.61,1.031951,1.01922
BA,2928208.0,SANTANA,7662.78,1.031263,1.020739
BA,2928307.0,SANTANOPOLIS,7061.67,1.031839,1.022682
BA,2928406.0,SANTA RITA DE CASSIA,7434.54,1.031482,1.02357
BA,2928505.0,SANTA TERESINHA,7121.0,1.031782,1.020703
BA,2928604.0,SANTO AMARO,7557.13,1.031365,1.016117
BA,2928703.0,SANTO ANTONIO DE JESUS,7709.64,1.031219,1.013507
BA,2928802.0,SANTO ESTEVAO,7044.75,1.031855,1.013483
BA,2928901.0,SAO DESIDERIO,9852.66,1.029166,1.01945
BA,2928950.0,SAO DOMINGOS,6021.37,1.032835,1.016433
BA,2929008.0,SAO FELIX,5368.96,1.03346,1.022867
BA,2929057.0,SAO FELIX DO CORIBE,6465.76,1.03241,1.011142
BA,2929107.0,SAO FELIPE,5291.38,1.033535,1.024511
BA,2929206.0,SAO FRANCISCO DO CONDE,17355.03,1.021982,1.010565
BA,2929255.0,SAO GABRIEL,6815.37,1.032075,1.021108
BA,2929305.0,SAO GONCALO DOS CAMPOS,8045.72,1.030897,1.019934
BA,2929354.0,SAO JOSE DA VITORIA,8000.12,1.03094,1.023014
BA,2929404.0,SAO MIGUEL DAS MATAS,8219.92,1.03073,1.023748
BA,2929503.0,SAO SEBASTIAO DO PASSE,9007.87,1.029975,1.015645
BA,2929602.0,SAPEACU,5537.27,1.033299,1.021711
BA,2929701.0,SATIRO DIAS,5204.75,1.033617,1.023591
BA,2929750.0,SAUBARA,9395.07,1.029605,1.021237
BA,2929800.0,SAUDE,7888.27,1.031048,1.019267
BA,2929909.0,SEABRA,7086.48,1.031815,1.013414
BA,2930006.0,SEBASTIAO LARANJEIRAS,7677.82,1.031249,1.017017
BA,2930105.0,SENHOR DO BONFIM,6915.45,1.031979,1.015857
BA,2930154.0,SERRA DO RAMALHO,7096.38,1.031806,1.017912
BA,2930204.0,SENTO SE,6960.94,1.031936,1.020673
BA,2930303.0,SERRA DOURADA,7703.25,1.031225,1.017929
BA,2930402.0,SERRA PRETA,6763.26,1.032125,1.026305
BA,2930501.0,SERRINHA,6111.08,1.03275,1.018038
BA,2930600.0,SERROLANDIA,6371.4,1.0325,1.018153
BA,2930709.0,SIMOES FILHO,8666.73,1.030302,1.011412
BA,2930758.0,SITIO DO MATO,6364.79,1.032507,1.023249
BA,2930766.0,SITIO DO QUINTO,6436.8,1.032438,1.022668
BA,2930774.0,SOBRADINHO,6576.36,1.032304,1.014906
BA,2930808.0,SOUTO SOARES,6041.08,1.032817,1.021435
BA,2930907.0,TABOCAS DO BREJO VELHO,7694.32,1.031233,1.021234
BA,2931004.0,TANHACU,7600.32,1.031323,1.017959
BA,2931053.0,TANQUE NOVO,6833.14,1.032058,1.017558
BA,2931103.0,TANQUINHO,5521.06,1.033315,1.020635
BA,2931202.0,TAPEROA,6818.01,1.032073,1.025903
BA,2931301.0,TAPIRAMUTA,6351.21,1.03252,1.025729
BA,2931350.0,TEIXEIRA DE FREITAS,8406.03,1.030552,1.008663
BA,2931400.0,TEODORO SAMPAIO,8888.29,1.03009,1.021449
BA,2931509.0,TEOFILANDIA,6863.3,1.032029,1.019411
BA,2931608.0,TEOLANDIA,5523.35,1.033312,1.026609
BA,2931905.0,TUCANO,6440.75,1.032434,1.02008
BA,2932002.0,UAUA,5195.52,1.033626,1.016183
BA,2932200.0,UBAITABA,7062.38,1.031838,1.016192
BA,2932309.0,UBATA,7145.03,1.031759,1.0169
BA,2932408.0,UIBAI,8271.76,1.03068,1.018596
BA,2932457.0,UMBURANAS,7419.74,1.031496,1.018631
BA,2932507.0,UNA,7100.32,1.031802,1.023142
BA,2932606.0,URANDI,5050.15,1.033766,1.012918
BA,2932705.0,URUCUCA,7068.78,1.031832,1.019222
BA,2932804.0,UTINGA,8369.93,1.030586,1.021397
BA,2932903.0,VALENCA,7081.01,1.031821,1.0212
BA,2933000.0,VALENTE,6436.93,1.032437,1.01682
BA,2933059.0,VARZEA DA ROCA,5876.85,1.032974,1.020911
BA,2933109.0,VARZEA DO POCO,7598.85,1.031325,1.01717
BA,2933158.0,VARZEA NOVA,8400.94,1.030557,1.017233
BA,2933174.0,VARZEDO,7010.15,1.031888,1.022795
BA,2933208.0,VERA CRUZ,8150.98,1.030796,1.016777
BA,2933257.0,VEREDA,8179.31,1.030769,1.015539
BA,2933307.0,VITORIA DA CONQUISTA,8012.6,1.030928,1.009312
BA,2933406.0,WAGNER,7770.32,1.031161,1.021721
BA,2933455.0,WANDERLEY,6459.32,1.032416,1.020939
BA,2933505.0,WENCESLAU GUIMARAES,7431.65,1.031485,1.025661
BA,2933604.0,XIQUE-XIQUE,6656.26,1.032227,1.023852
CE,23.0,GOVERNO DO ESTADO,10733.1,1.028323,1.026422
CE,2300200.0,ACARAU,6901.05,1.031993,1.03348
CE,2300309.0,ACOPIARA,7728.53,1.031201,1.028275
CE,2300408.0,AIUABA,7808.64,1.031124,1.027955
CE,2300507.0,ALCANTARAS,7187.2,1.031719,1.026423
CE,2300606.0,ALTANEIRA,6898.83,1.031995,1.021727
CE,2300705.0,ALTO SANTO,6804.02,1.032086,1.01884
CE,2300754.0,AMONTADA,6526.37,1.032352,1.040552
CE,2300903.0,APUIARES,7288.12,1.031622,1.031664
CE,2301000.0,AQUIRAZ,8014.38,1.030927,1.017857
CE,2301109.0,ARACATI,6980.13,1.031917,1.021057
CE,2301208.0,ARACOIABA,6056.87,1.032801,1.029424
CE,2301257.0,ARARENDA,6171.68,1.032691,1.029073
CE,2301307.0,ARARIPE,6761.21,1.032127,1.026483
CE,2301406.0,ARATUBA,5879.52,1.032971,1.028251
CE,2301505.0,ARNEIROZ,7696.09,1.031232,1.027322
CE,2301604.0,ASSARE,5992.02,1.032864,1.027914
CE,2301703.0,AURORA,8043.48,1.030899,1.028435
CE,2301802.0,BAIXIO,7843.83,1.03109,1.023721
CE,2301851.0,BANABUIU,7118.76,1.031784,1.023853
CE,2301901.0,BARBALHA,7576.35,1.031346,1.019249
CE,2301950.0,BARREIRA,6415.74,1.032458,1.020144
CE,2302008.0,BARRO,7219.56,1.031688,1.022895
CE,2302057.0,BARROQUINHA,6877.97,1.032015,1.035142
CE,2302107.0,BATURITE,6019.48,1.032837,1.028291
CE,2302206.0,BEBERIBE,7189.29,1.031717,1.02464
CE,2302305.0,BELA CRUZ,6534.1,1.032344,1.034937
CE,2302404.0,BOA VIAGEM,6524.66,1.032353,1.026956
CE,2302503.0,BREJO SANTO,7045.76,1.031854,1.026219
CE,2302602.0,CAMOCIM,6866.57,1.032026,1.031389
CE,2302701.0,CAMPOS SALES,7319.13,1.031593,1.025754
CE,2302800.0,CANINDE,6644.09,1.032239,1.027754
CE,2302909.0,CAPISTRANO,7863.11,1.031072,1.032265
CE,2303006.0,CARIDADE,6645.22,1.032238,1.030292
CE,2303105.0,CARIRE,6124.2,1.032737,1.036302
CE,2303204.0,CARIRIACU,7203.08,1.031704,1.02847
CE,2303303.0,CARIUS,7018.22,1.031881,1.028119
CE,2303402.0,CARNAUBAL,6405.74,1.032467,1.021161
CE,2303501.0,CASCAVEL,6657.06,1.032227,1.023836
CE,2303600.0,CATARINA,7529.33,1.031391,1.02779
CE,2303659.0,CATUNDA,6607.65,1.032274,1.030925
CE,2303709.0,CAUCAIA,7100.98,1.031802,1.020627
CE,2303808.0,CEDRO,7544.15,1.031377,1.027035
CE,2303907.0,CHAVAL,6163.82,1.032699,1.034812
CE,2303931.0,CHORO,7401.11,1.031514,1.031929
CE,2303956.0,CHOROZINHO,7239.01,1.031669,1.022859
CE,2304004.0,COREAU,5013.63,1.0338,1.037909
CE,2304103.0,CRATEUS,7005.17,1.031893,1.025001
CE,2304202.0,CRATO,7329.51,1.031583,1.021675
CE,2304269.0,DEPUTADO IRAPUAN PINHEIRO,5500.3,1.033334,1.024549
CE,2304285.0,EUSEBIO,9553.72,1.029453,1.009229
CE,2304301.0,FARIAS BRITO,6792.16,1.032097,1.027915
CE,2304350.0,FORQUILHA,5965.38,1.032889,1.033393
CE,2304400.0,FORTALEZA,8974.0,1.030008,1.015915
CE,2304509.0,FRECHEIRINHA,6416.64,1.032457,1.029267
CE,2304608.0,GENERAL SAMPAIO,6287.6,1.03258,1.035199
CE,2304657.0,GRACA,6909.82,1.031985,1.026817
CE,2304707.0,GRANJA,6058.76,1.0328,1.045228
CE,2304806.0,GRANJEIRO,7493.29,1.031426,1.023949
CE,2304954.0,GUAIUBA,7015.03,1.031884,1.029729
CE,2305001.0,GUARACIABA DO NORTE,6452.29,1.032423,1.025758
CE,2305100.0,GUARAMIRANGA,7756.55,1.031174,1.029065
CE,2305209.0,HIDROLANDIA,7346.88,1.031566,1.029928
CE,2305233.0,HORIZONTE,7164.86,1.03174,1.018256
CE,2305266.0,IBARETAMA,6692.49,1.032193,1.0323
CE,2305308.0,IBIAPINA,6368.42,1.032503,1.02582
CE,2305332.0,IBICUITINGA,6884.05,1.032009,1.026699
CE,2305357.0,ICAPUI,8268.26,1.030684,1.015982
CE,2305407.0,ICO,7112.75,1.03179,1.029102
CE,2305506.0,IGUATU,7198.26,1.031708,1.017744
CE,2305605.0,INDEPENDENCIA,7782.06,1.031149,1.026206
CE,2305654.0,IPAPORANGA,5876.39,1.032974,1.027843
CE,2305704.0,IPAUMIRIM,6853.12,1.032039,1.023595
CE,2305803.0,IPU,5940.32,1.032913,1.030313
CE,2305902.0,IPUEIRAS,7072.25,1.031829,1.029688
CE,2306009.0,IRACEMA,7252.28,1.031657,1.023065
CE,2306108.0,IRAUCUBA,6438.24,1.032436,1.035615
CE,2306207.0,ITAICABA,8811.5,1.030163,1.018354
CE,2306256.0,ITAITINGA,6603.39,1.032278,1.016811
CE,2306306.0,ITAPAJE,6886.55,1.032007,1.033522
CE,2306405.0,ITAPIPOCA,5788.54,1.033058,1.031747
CE,2306504.0,ITAPIUNA,7274.63,1.031635,1.032593
CE,2306553.0,ITAREMA,7182.42,1.031724,1.035375
CE,2306603.0,ITATIRA,6183.17,1.03268,1.033177
CE,2306702.0,JAGUARETAMA,6805.25,1.032085,1.023415
CE,2306900.0,JAGUARIBE,7031.4,1.031868,1.023499
CE,2307007.0,JAGUARUANA,6721.35,1.032165,1.027746
CE,2307106.0,JARDIM,7588.25,1.031335,1.024921
CE,2307205.0,JATI,7327.89,1.031584,1.020132
CE,2307254.0,JIJOCA DE JERICOACOARA,7004.52,1.031894,1.014539
CE,2307304.0,JUAZEIRO DO NORTE,7632.56,1.031292,1.017883
CE,2307403.0,JUCAS,7468.77,1.031449,1.025746
CE,2307502.0,LAVRAS DA MANGABEIRA,7517.47,1.031403,1.026028
CE,2307601.0,LIMOEIRO DO NORTE,7230.15,1.031678,1.014124
CE,2307635.0,MADALENA,6355.54,1.032515,1.035243
CE,2307650.0,MARACANAU,7302.66,1.031608,1.015708
CE,2307700.0,MARANGUAPE,6698.46,1.032187,1.022846
CE,2307809.0,MARCO,6859.25,1.032033,1.039686
CE,2307908.0,MARTINOPOLE,6019.12,1.032838,1.036489
CE,2308005.0,MASSAPE,5829.11,1.03302,1.040378
CE,2308104.0,MAURITI,6407.16,1.032466,1.02991
CE,2308203.0,MERUOCA,6796.56,1.032093,1.02213
CE,2308302.0,MILAGRES,7042.81,1.031857,1.02531
CE,2308351.0,MILHA,6435.98,1.032438,1.020877
CE,2308377.0,MIRAIMA,6664.78,1.032219,1.036266
CE,2308401.0,MISSAO VELHA,6443.06,1.032432,1.026086
CE,2308609.0,MONSENHOR TABOSA,5822.03,1.033026,1.03308
CE,2308708.0,MORADA NOVA,7115.06,1.031788,1.021027
CE,2308807.0,MORAUJO,7059.87,1.031841,1.046755
CE,2308906.0,MORRINHOS,7081.8,1.03182,1.034784
CE,2309003.0,MUCAMBO,7162.98,1.031742,1.025802
CE,2309102.0,MULUNGU,5959.12,1.032895,1.027794
CE,2309201.0,NOVA OLINDA,7098.28,1.031804,1.0242
CE,2309300.0,NOVA RUSSAS,6830.14,1.032061,1.028397
CE,2309409.0,NOVO ORIENTE,6332.17,1.032538,1.02532
CE,2309458.0,OCARA,6910.15,1.031984,1.02241
CE,2309508.0,OROS,7168.61,1.031737,1.024271
CE,2309607.0,PACAJUS,6860.81,1.032032,1.01804
CE,2309706.0,PACATUBA,6765.04,1.032123,1.019222
CE,2309805.0,PACOTI,7564.53,1.031358,1.030252
CE,2309904.0,PACUJA,7132.84,1.031771,1.02433
CE,2310001.0,PALHANO,8087.07,1.030857,1.021123
CE,2310100.0,PALMACIA,7251.44,1.031657,1.029773
CE,2310209.0,PARACURU,7139.76,1.031764,1.023185
CE,2310258.0,PARAIPABA,6623.31,1.032259,1.033257
CE,2310308.0,PARAMBU,7003.47,1.031895,1.02087
CE,2310407.0,PARAMOTI,6854.71,1.032037,1.034673
CE,2310506.0,PEDRA BRANCA,6585.02,1.032296,1.030056
CE,2310605.0,PENAFORTE,7382.67,1.031532,1.020488
CE,2310704.0,PENTECOSTE,6917.97,1.031977,1.033434
CE,2310803.0,PEREIRO,6625.34,1.032257,1.012685
CE,2310852.0,PINDORETAMA,6734.19,1.032153,1.027518
CE,2310902.0,PIQUET CARNEIRO,6831.46,1.03206,1.029269
CE,2310951.0,PIRES FERREIRA,7027.03,1.031872,1.029132
CE,2311009.0,PORANGA,6258.84,1.032608,1.024695
CE,2311108.0,PORTEIRAS,6594.62,1.032286,1.028749
CE,2311207.0,POTENGI,7716.27,1.031212,1.031363
CE,2311231.0,POTIRETAMA,6168.18,1.032695,1.019034
CE,2311264.0,QUITERIANOPOLIS,6430.1,1.032444,1.025757
CE,2311306.0,QUIXADA,6746.71,1.032141,1.026603
CE,2311355.0,QUIXELO,6977.16,1.03192,1.024262
CE,2311405.0,QUIXERAMOBIM,6930.76,1.031965,1.02475
CE,2311504.0,QUIXERE,7431.59,1.031485,1.023152
CE,2311603.0,REDENCAO,7241.11,1.031667,1.028176
CE,2311702.0,RERIUTABA,5806.22,1.033041,1.031167
CE,2311801.0,RUSSAS,6883.4,1.03201,1.018048
CE,2311900.0,SABOEIRO,7611.76,1.031312,1.02884
CE,2311959.0,SALITRE,6744.54,1.032143,1.035492
CE,2312106.0,SANTANA DO CARIRI,7030.63,1.031869,1.030947
CE,2312304.0,SAO BENEDITO,7248.81,1.03166,1.026122
CE,2312403.0,SAO GONCALO DO AMARANTE,8607.9,1.030358,1.02298
CE,2312502.0,SAO JOAO DO JAGUARIBE,7620.16,1.031304,1.01443
CE,2312700.0,SENADOR POMPEU,7280.59,1.03163,1.025336
CE,2312809.0,SENADOR SA,5863.8,1.032986,1.036042
CE,2312908.0,SOBRAL,6892.02,1.032002,1.021027
CE,2313005.0,SOLONOPOLE,6146.76,1.032715,1.017582
CE,2313104.0,TABULEIRO DO NORTE,6825.75,1.032065,1.015461
CE,2313203.0,TAMBORIL,6059.9,1.032799,1.030079
CE,2313252.0,TARRAFAS,7930.52,1.031007,1.027338
CE,2313302.0,TAUA,6508.72,1.032369,1.019662
CE,2313351.0,TEJUCUOCA,6309.51,1.032559,1.03767
CE,2313401.0,TIANGUA,6839.38,1.032052,1.021278
CE,2313500.0,TRAIRI,6973.95,1.031923,1.030923
CE,2313559.0,TURURU,6213.37,1.032652,1.033865
CE,2313609.0,UBAJARA,7207.3,1.0317,1.025159
CE,2313708.0,UMARI,7287.43,1.031623,1.027319
CE,2313757.0,UMIRIM,6972.63,1.031924,1.038415
CE,2313807.0,URUBURETAMA,6315.18,1.032554,1.037818
CE,2313906.0,URUOCA,6494.18,1.032383,1.040951
CE,2313955.0,VARJOTA,6187.23,1.032677,1.023767
CE,2314003.0,VARZEA ALEGRE,6756.86,1.032131,1.022033
CE,2314102.0,VICOSA DO CEARA,6523.85,1.032354,1.037417
DF,53.0,GOVERNO DO ESTADO,0.0,0.965,0.987372
ES,32.0,GOVERNO DO ESTADO,11840.1,1.027263,0.998164
ES,3200102.0,AFONSO CLAUDIO,7762.91,1.031168,0.995561
ES,3200136.0,AGUIA BRANCA,7868.95,1.031066,1.004688
ES,3200169.0,AGUA DOCE DO NORTE,7931.94,1.031006,1.010144
ES,3200201.0,ALEGRE,8625.34,1.030342,1.002685
ES,3200300.0,ALFREDO CHAVES,8839.55,1.030137,0.986352
ES,3200359.0,ALTO RIO NOVO,7676.28,1.031251,1.008646
ES,3200409.0,ANCHIETA,9854.62,1.029164,0.990062
ES,3200508.0,APIACA,8207.04,1.030742,1.005082
ES,3200607.0,ARACRUZ,9433.33,1.029568,0.994926
ES,3200805.0,BAIXO GUANDU,8508.47,1.030454,0.997881
ES,3200904.0,BARRA DE SAO FRANCISCO,8359.15,1.030597,1.004157
ES,3201100.0,BOM JESUS DO NORTE,8046.91,1.030896,1.001633
ES,3201159.0,BREJETUBA,7782.21,1.031149,1.005564
ES,3201209.0,CACHOEIRO DE ITAPEMIRIM,8179.37,1.030769,0.99529
ES,3201506.0,COLATINA,7745.49,1.031184,0.992328
ES,3201605.0,CONCEICAO DA BARRA,7534.32,1.031387,1.003051
ES,3201704.0,CONCEICAO DO CASTELO,8244.15,1.030707,0.996544
ES,3201803.0,DIVINO DE SAO LOURENCO,8138.07,1.030808,1.010792
ES,3201902.0,DOMINGOS MARTINS,8789.35,1.030185,0.992698
ES,3202009.0,DORES DO RIO PRETO,9531.48,1.029474,1.006377
ES,3202108.0,ECOPORANGA,8007.98,1.030933,1.008533
ES,3202207.0,FUNDAO,9031.76,1.029952,0.996324
ES,3202256.0,GOVERNADOR LINDENBERG,7874.23,1.031061,1.000322
ES,3202306.0,GUACUI,7479.04,1.031439,0.999397
ES,3202405.0,GUARAPARI,8077.25,1.030867,0.994525
ES,3202454.0,IBATIBA,6838.31,1.032053,1.00227
ES,3202504.0,IBIRACU,8354.95,1.030601,0.998587
ES,3202553.0,IBITIRAMA,6917.72,1.031977,1.009509
ES,3202603.0,ICONHA,8859.15,1.030118,0.985265
ES,3202652.0,IRUPI,7043.3,1.031857,1.008069
ES,3202702.0,ITAGUACU,8243.91,1.030707,0.998822
ES,3202801.0,ITAPEMIRIM,9280.42,1.029714,0.997342
ES,3202900.0,ITARANA,8626.42,1.030341,0.991156
ES,3203007.0,IUNA,7706.41,1.031222,1.005137
ES,3203056.0,JAGUARE,7646.26,1.031279,1.007281
ES,3203106.0,JERONIMO MONTEIRO,7228.61,1.031679,0.998984
ES,3203130.0,JOAO NEIVA,9269.27,1.029725,0.986724
ES,3203163.0,LARANJA DA TERRA,7526.27,1.031394,1.000806
ES,3203304.0,MANTENOPOLIS,9038.92,1.029946,1.007951
ES,3203320.0,MARATAIZES,7720.02,1.031209,0.998358
ES,3203346.0,MARECHAL FLORIANO,8662.83,1.030306,0.991522
ES,3203353.0,MARILANDIA,7652.09,1.031274,0.996145
ES,3203403.0,MIMOSO DO SUL,8419.73,1.030539,1.002644
ES,3203601.0,MUCURICI,8471.06,1.030489,1.008645
ES,3203700.0,MUNIZ FREIRE,7996.46,1.030944,1.004677
ES,3203809.0,MUQUI,7985.42,1.030955,0.998662
ES,3203908.0,NOVA VENECIA,7454.17,1.031463,0.99663
ES,3204005.0,PANCAS,8390.85,1.030566,1.003881
ES,3204104.0,PINHEIROS,7852.27,1.031082,1.004229
ES,3204203.0,PIUMA,6918.19,1.031977,0.995923
ES,3204252.0,PONTO BELO,7985.08,1.030955,1.009326
ES,3204302.0,PRESIDENTE KENNEDY,10673.87,1.02838,1.003829
ES,3204351.0,RIO BANANAL,7715.4,1.031213,0.997966
ES,3204500.0,SANTA LEOPOLDINA,7589.96,1.031333,0.998423
ES,3204559.0,SANTA MARIA DE JETIBA,8704.15,1.030266,0.989659
ES,3204609.0,SANTA TERESA,8705.61,1.030265,0.988549
ES,3204658.0,SAO DOMINGOS DO NORTE,7853.67,1.031081,0.999418
ES,3204708.0,SAO GABRIEL DA PALHA,7906.0,1.031031,0.994843
ES,3204807.0,SAO JOSE DO CALCADO,6333.7,1.032536,0.997633
ES,3204906.0,SAO MATEUS,8122.47,1.030823,1.001649
ES,3204955.0,SAO ROQUE DO CANAA,6762.86,1.032125,0.995611
ES,3205002.0,SERRA,9035.19,1.029949,0.995771
ES,3205010.0,SOORETAMA,6556.12,1.032323,1.006804
